event_date,date,relative_day,pm25_ugm3,high_pm25_day
2020-05-20,2020-05-18,-2,7.95833,False
2020-05-20,2020-05-19,-1,7.01181,False
2020-05-20,2020-05-20,0,16.59653,True
2020-05-20,2020-05-24,4,10.46111,False
2020-05-20,2020-05-25,5,4.31042,False
2020-05-20,2020-05-26,6,6.11389,False
2020-05-20,2020-05-27,7,7.79722,False
2020-05-21,2020-05-14,-7,10.73611,False
2020-05-21,2020-05-15,-6,9.31458,False
2020-05-21,2020-05-16,-5,7.96597,False
2020-05-21,2020-05-17,-4,8.45417,False
2020-05-21,2020-05-18,-3,7.95833,False
2020-05-21,2020-05-19,-2,7.01181,False
2020-05-21,2020-05-21,0,18.91111,True
2020-05-21,2020-05-24,3,10.46111,False
2020-05-21,2020-05-25,4,4.31042,False
2020-05-21,2020-05-26,5,6.11389,False
2020-05-21,2020-05-27,6,7.79722,False
2020-05-22,2020-05-15,-7,9.31458,False
2020-05-22,2020-05-16,-6,7.96597,False
2020-05-22,2020-05-17,-5,8.45417,False
2020-05-22,2020-05-18,-4,7.95833,False
2020-05-22,2020-05-19,-3,7.01181,False
2020-05-22,2020-05-22,0,15.83264,True
2020-05-22,2020-05-24,2,10.46111,False
2020-05-22,2020-05-25,3,4.31042,False
2020-05-22,2020-05-26,4,6.11389,False
2020-05-22,2020-05-27,5,7.79722,False
2020-05-23,2020-05-16,-7,7.96597,False
2020-05-23,2020-05-17,-6,8.45417,False
2020-05-23,2020-05-18,-5,7.95833,False
2020-05-23,2020-05-19,-4,7.01181,False
2020-05-23,2020-05-23,0,22.30972,True
2020-05-23,2020-05-24,1,10.46111,False
2020-05-23,2020-05-25,2,4.31042,False
2020-05-23,2020-05-26,3,6.11389,False
2020-05-23,2020-05-27,4,7.79722,False
2020-05-28,2020-05-24,-4,10.46111,False
2020-05-28,2020-05-25,-3,4.31042,False
2020-05-28,2020-05-26,-2,6.11389,False
2020-05-28,2020-05-27,-1,7.79722,False
2020-05-28,2020-05-28,0,19.86458,True
2020-05-28,2020-05-31,3,4.82431,False
2020-05-28,2020-06-01,4,1.88542,False
2020-05-28,2020-06-02,5,7.02569,False
2020-05-28,2020-06-03,6,5.22431,False
2020-05-28,2020-06-04,7,8.06111,False
2020-05-29,2020-05-24,-5,10.46111,False
2020-05-29,2020-05-25,-4,4.31042,False
2020-05-29,2020-05-26,-3,6.11389,False
2020-05-29,2020-05-27,-2,7.79722,False
2020-05-29,2020-05-29,0,19.40694,True
2020-05-29,2020-05-31,2,4.82431,False
2020-05-29,2020-06-01,3,1.88542,False
2020-05-29,2020-06-02,4,7.02569,False
2020-05-29,2020-06-03,5,5.22431,False
2020-05-29,2020-06-04,6,8.06111,False
2020-05-29,2020-06-05,7,5.54306,False
2020-05-30,2020-05-24,-6,10.46111,False
2020-05-30,2020-05-25,-5,4.31042,False
2020-05-30,2020-05-26,-4,6.11389,False
2020-05-30,2020-05-27,-3,7.79722,False
2020-05-30,2020-05-30,0,13.97569,True
2020-05-30,2020-05-31,1,4.82431,False
2020-05-30,2020-06-01,2,1.88542,False
2020-05-30,2020-06-02,3,7.02569,False
2020-05-30,2020-06-03,4,5.22431,False
2020-05-30,2020-06-04,5,8.06111,False
2020-05-30,2020-06-05,6,5.54306,False
2020-06-06,2020-05-31,-6,4.82431,False
2020-06-06,2020-06-01,-5,1.88542,False
2020-06-06,2020-06-02,-4,7.02569,False
2020-06-06,2020-06-03,-3,5.22431,False
2020-06-06,2020-06-04,-2,8.06111,False
2020-06-06,2020-06-05,-1,5.54306,False
2020-06-06,2020-06-06,0,13.11875,True
2020-06-06,2020-06-12,6,7.07083,False
2020-06-06,2020-06-13,7,9.11875,False
2020-06-07,2020-05-31,-7,4.82431,False
2020-06-07,2020-06-01,-6,1.88542,False
2020-06-07,2020-06-02,-5,7.02569,False
2020-06-07,2020-06-03,-4,5.22431,False
2020-06-07,2020-06-04,-3,8.06111,False
2020-06-07,2020-06-05,-2,5.54306,False
2020-06-07,2020-06-07,0,11.63819,True
2020-06-07,2020-06-12,5,7.07083,False
2020-06-07,2020-06-13,6,9.11875,False
2020-06-07,2020-06-14,7,9.92222,False
2020-06-08,2020-06-01,-7,1.88542,False
2020-06-08,2020-06-02,-6,7.02569,False
2020-06-08,2020-06-03,-5,5.22431,False
2020-06-08,2020-06-04,-4,8.06111,False
2020-06-08,2020-06-05,-3,5.54306,False
2020-06-08,2020-06-08,0,14.79861,True
2020-06-08,2020-06-12,4,7.07083,False
2020-06-08,2020-06-13,5,9.11875,False
2020-06-08,2020-06-14,6,9.92222,False
2020-06-09,2020-06-02,-7,7.02569,False
2020-06-09,2020-06-03,-6,5.22431,False
2020-06-09,2020-06-04,-5,8.06111,False
2020-06-09,2020-06-05,-4,5.54306,False
2020-06-09,2020-06-09,0,16.21944,True
2020-06-09,2020-06-12,3,7.07083,False
2020-06-09,2020-06-13,4,9.11875,False
2020-06-09,2020-06-14,5,9.92222,False
2020-06-10,2020-06-03,-7,5.22431,False
2020-06-10,2020-06-04,-6,8.06111,False
2020-06-10,2020-06-05,-5,5.54306,False
2020-06-10,2020-06-10,0,19.53472,True
2020-06-10,2020-06-12,2,7.07083,False
2020-06-10,2020-06-13,3,9.11875,False
2020-06-10,2020-06-14,4,9.92222,False
2020-06-11,2020-06-04,-7,8.06111,False
2020-06-11,2020-06-05,-6,5.54306,False
2020-06-11,2020-06-11,0,11.91597,True
2020-06-11,2020-06-12,1,7.07083,False
2020-06-11,2020-06-13,2,9.11875,False
2020-06-11,2020-06-14,3,9.92222,False
2020-06-11,2020-06-18,7,4.01875,False
2020-06-15,2020-06-12,-3,7.07083,False
2020-06-15,2020-06-13,-2,9.11875,False
2020-06-15,2020-06-14,-1,9.92222,False
2020-06-15,2020-06-15,0,12.20139,True
2020-06-15,2020-06-18,3,4.01875,False
2020-06-15,2020-06-20,5,9.39514,False
2020-06-15,2020-06-21,6,3.36111,False
2020-06-15,2020-06-22,7,3.92986,False
2020-06-16,2020-06-12,-4,7.07083,False
2020-06-16,2020-06-13,-3,9.11875,False
2020-06-16,2020-06-14,-2,9.92222,False
2020-06-16,2020-06-16,0,13.44722,True
2020-06-16,2020-06-18,2,4.01875,False
2020-06-16,2020-06-20,4,9.39514,False
2020-06-16,2020-06-21,5,3.36111,False
2020-06-16,2020-06-22,6,3.92986,False
2020-06-16,2020-06-23,7,5.9125,False
2020-06-17,2020-06-12,-5,7.07083,False
2020-06-17,2020-06-13,-4,9.11875,False
2020-06-17,2020-06-14,-3,9.92222,False
2020-06-17,2020-06-17,0,12.59167,True
2020-06-17,2020-06-18,1,4.01875,False
2020-06-17,2020-06-20,3,9.39514,False
2020-06-17,2020-06-21,4,3.36111,False
2020-06-17,2020-06-22,5,3.92986,False
2020-06-17,2020-06-23,6,5.9125,False
2020-06-17,2020-06-24,7,4.54028,False
2020-06-19,2020-06-12,-7,7.07083,False
2020-06-19,2020-06-13,-6,9.11875,False
2020-06-19,2020-06-14,-5,9.92222,False
2020-06-19,2020-06-18,-1,4.01875,False
2020-06-19,2020-06-19,0,14.71528,True
2020-06-19,2020-06-20,1,9.39514,False
2020-06-19,2020-06-21,2,3.36111,False
2020-06-19,2020-06-22,3,3.92986,False
2020-06-19,2020-06-23,4,5.9125,False
2020-06-19,2020-06-24,5,4.54028,False
2020-06-19,2020-06-25,6,2.24514,False
2020-06-19,2020-06-26,7,3.97986,False
2020-07-02,2020-06-25,-7,2.24514,False
2020-07-02,2020-06-26,-6,3.97986,False
2020-07-02,2020-06-27,-5,3.69236,False
2020-07-02,2020-06-28,-4,6.22639,False
2020-07-02,2020-06-29,-3,5.74722,False
2020-07-02,2020-06-30,-2,3.50764,False
2020-07-02,2020-07-01,-1,7.16042,False
2020-07-02,2020-07-02,0,11.65625,True
2020-07-02,2020-07-05,3,6.16458,False
2020-07-02,2020-07-06,4,7.85278,False
2020-07-02,2020-07-07,5,7.72847,False
2020-07-02,2020-07-08,6,5.26389,False
2020-07-03,2020-06-26,-7,3.97986,False
2020-07-03,2020-06-27,-6,3.69236,False
2020-07-03,2020-06-28,-5,6.22639,False
2020-07-03,2020-06-29,-4,5.74722,False
2020-07-03,2020-06-30,-3,3.50764,False
2020-07-03,2020-07-01,-2,7.16042,False
2020-07-03,2020-07-03,0,13.09236,True
2020-07-03,2020-07-05,2,6.16458,False
2020-07-03,2020-07-06,3,7.85278,False
2020-07-03,2020-07-07,4,7.72847,False
2020-07-03,2020-07-08,5,5.26389,False
2020-07-04,2020-06-27,-7,3.69236,False
2020-07-04,2020-06-28,-6,6.22639,False
2020-07-04,2020-06-29,-5,5.74722,False
2020-07-04,2020-06-30,-4,3.50764,False
2020-07-04,2020-07-01,-3,7.16042,False
2020-07-04,2020-07-04,0,12.04583,True
2020-07-04,2020-07-05,1,6.16458,False
2020-07-04,2020-07-06,2,7.85278,False
2020-07-04,2020-07-07,3,7.72847,False
2020-07-04,2020-07-08,4,5.26389,False
2020-07-09,2020-07-05,-4,6.16458,False
2020-07-09,2020-07-06,-3,7.85278,False
2020-07-09,2020-07-07,-2,7.72847,False
2020-07-09,2020-07-08,-1,5.26389,False
2020-07-09,2020-07-09,0,11.92083,True
2020-07-09,2020-07-12,3,10.28958,False
2020-07-09,2020-07-13,4,6.73681,False
2020-07-09,2020-07-14,5,8.01875,False
2020-07-09,2020-07-15,6,3.93056,False
2020-07-09,2020-07-16,7,1.65,False
2020-07-10,2020-07-05,-5,6.16458,False
2020-07-10,2020-07-06,-4,7.85278,False
2020-07-10,2020-07-07,-3,7.72847,False
2020-07-10,2020-07-08,-2,5.26389,False
2020-07-10,2020-07-10,0,30.23125,True
2020-07-10,2020-07-12,2,10.28958,False
2020-07-10,2020-07-13,3,6.73681,False
2020-07-10,2020-07-14,4,8.01875,False
2020-07-10,2020-07-15,5,3.93056,False
2020-07-10,2020-07-16,6,1.65,False
2020-07-10,2020-07-17,7,1.87639,False
2020-07-11,2020-07-05,-6,6.16458,False
2020-07-11,2020-07-06,-5,7.85278,False
2020-07-11,2020-07-07,-4,7.72847,False
2020-07-11,2020-07-08,-3,5.26389,False
2020-07-11,2020-07-11,0,19.14861,True
2020-07-11,2020-07-12,1,10.28958,False
2020-07-11,2020-07-13,2,6.73681,False
2020-07-11,2020-07-14,3,8.01875,False
2020-07-11,2020-07-15,4,3.93056,False
2020-07-11,2020-07-16,5,1.65,False
2020-07-11,2020-07-17,6,1.87639,False
2020-07-11,2020-07-18,7,6.08681,False
2020-07-26,2020-07-19,-7,5.10069,False
2020-07-26,2020-07-20,-6,3.39375,False
2020-07-26,2020-07-21,-5,5.6375,False
2020-07-26,2020-07-22,-4,6.66458,False
2020-07-26,2020-07-23,-3,7.46944,False
2020-07-26,2020-07-24,-2,8.58819,False
2020-07-26,2020-07-25,-1,9.50903,False
2020-07-26,2020-07-26,0,16.43681,True
2020-07-26,2020-07-28,2,10.20486,False
2020-07-26,2020-07-31,5,5.34028,False
2020-07-26,2020-08-01,6,4.32361,False
2020-07-26,2020-08-02,7,6.94514,False
2020-07-27,2020-07-20,-7,3.39375,False
2020-07-27,2020-07-21,-6,5.6375,False
2020-07-27,2020-07-22,-5,6.66458,False
2020-07-27,2020-07-23,-4,7.46944,False
2020-07-27,2020-07-24,-3,8.58819,False
2020-07-27,2020-07-25,-2,9.50903,False
2020-07-27,2020-07-27,0,15.01597,True
2020-07-27,2020-07-28,1,10.20486,False
2020-07-27,2020-07-31,4,5.34028,False
2020-07-27,2020-08-01,5,4.32361,False
2020-07-27,2020-08-02,6,6.94514,False
2020-07-27,2020-08-03,7,6.96875,False
2020-07-29,2020-07-22,-7,6.66458,False
2020-07-29,2020-07-23,-6,7.46944,False
2020-07-29,2020-07-24,-5,8.58819,False
2020-07-29,2020-07-25,-4,9.50903,False
2020-07-29,2020-07-28,-1,10.20486,False
2020-07-29,2020-07-29,0,11.72153,True
2020-07-29,2020-07-31,2,5.34028,False
2020-07-29,2020-08-01,3,4.32361,False
2020-07-29,2020-08-02,4,6.94514,False
2020-07-29,2020-08-03,5,6.96875,False
2020-07-30,2020-07-23,-7,7.46944,False
2020-07-30,2020-07-24,-6,8.58819,False
2020-07-30,2020-07-25,-5,9.50903,False
2020-07-30,2020-07-28,-2,10.20486,False
2020-07-30,2020-07-30,0,11.21042,True
2020-07-30,2020-07-31,1,5.34028,False
2020-07-30,2020-08-01,2,4.32361,False
2020-07-30,2020-08-02,3,6.94514,False
2020-07-30,2020-08-03,4,6.96875,False
2020-07-30,2020-08-06,7,10.70694,False
2020-08-04,2020-07-28,-7,10.20486,False
2020-08-04,2020-07-31,-4,5.34028,False
2020-08-04,2020-08-01,-3,4.32361,False
2020-08-04,2020-08-02,-2,6.94514,False
2020-08-04,2020-08-03,-1,6.96875,False
2020-08-04,2020-08-04,0,12.4,True
2020-08-04,2020-08-06,2,10.70694,False
2020-08-04,2020-08-07,3,4.55208,False
2020-08-04,2020-08-08,4,4.14028,False
2020-08-04,2020-08-10,6,9.46528,False
2020-08-04,2020-08-11,7,8.44444,False
2020-08-05,2020-07-31,-5,5.34028,False
2020-08-05,2020-08-01,-4,4.32361,False
2020-08-05,2020-08-02,-3,6.94514,False
2020-08-05,2020-08-03,-2,6.96875,False
2020-08-05,2020-08-05,0,20.70556,True
2020-08-05,2020-08-06,1,10.70694,False
2020-08-05,2020-08-07,2,4.55208,False
2020-08-05,2020-08-08,3,4.14028,False
2020-08-05,2020-08-10,5,9.46528,False
2020-08-05,2020-08-11,6,8.44444,False
2020-08-05,2020-08-12,7,5.11319,False
2020-08-09,2020-08-02,-7,6.94514,False
2020-08-09,2020-08-03,-6,6.96875,False
2020-08-09,2020-08-06,-3,10.70694,False
2020-08-09,2020-08-07,-2,4.55208,False
2020-08-09,2020-08-08,-1,4.14028,False
2020-08-09,2020-08-09,0,11.68958,True
2020-08-09,2020-08-10,1,9.46528,False
2020-08-09,2020-08-11,2,8.44444,False
2020-08-09,2020-08-12,3,5.11319,False
2020-08-09,2020-08-13,4,10.91389,False
2020-08-09,2020-08-14,5,3.89236,False
2020-08-09,2020-08-15,6,9.19167,False
2020-08-16,2020-08-10,-6,9.46528,False
2020-08-16,2020-08-11,-5,8.44444,False
2020-08-16,2020-08-12,-4,5.11319,False
2020-08-16,2020-08-13,-3,10.91389,False
2020-08-16,2020-08-14,-2,3.89236,False
2020-08-16,2020-08-15,-1,9.19167,False
2020-08-16,2020-08-16,0,15.06458,True
2020-08-16,2020-08-17,1,8.00139,False
2020-08-16,2020-08-18,2,4.91181,False
2020-08-16,2020-08-19,3,5.20347,False
2020-08-16,2020-08-20,4,7.75556,False
2020-08-16,2020-08-21,5,8.55278,False
2020-08-16,2020-08-22,6,8.30139,False
2020-08-16,2020-08-23,7,4.79514,False
2021-04-08,2021-04-01,-7,3.44514,False
2021-04-08,2021-04-02,-6,4.81319,False
2021-04-08,2021-04-03,-5,4.59583,False
2021-04-08,2021-04-04,-4,4.73403,False
2021-04-08,2021-04-05,-3,5.53681,False
2021-04-08,2021-04-06,-2,6.16597,False
2021-04-08,2021-04-07,-1,10.71597,False
2021-04-08,2021-04-08,0,11.87222,True
2021-04-08,2021-04-09,1,7.24653,False
2021-04-08,2021-04-10,2,4.79861,False
2021-04-08,2021-04-11,3,3.85417,False
2021-04-08,2021-04-12,4,5.80417,False
2021-04-08,2021-04-13,5,5.94167,False
2021-04-08,2021-04-14,6,4.33611,False
2021-04-08,2021-04-15,7,4.7,False
2021-05-02,2021-04-25,-7,6.60278,False
2021-05-02,2021-04-26,-6,6.09861,False
2021-05-02,2021-04-27,-5,6.14583,False
2021-05-02,2021-04-28,-4,8.21111,False
2021-05-02,2021-04-29,-3,6.51319,False
2021-05-02,2021-04-30,-2,8.35556,False
2021-05-02,2021-05-01,-1,4.6875,False
2021-05-02,2021-05-02,0,11.61944,True
2021-05-02,2021-05-05,3,10.93194,False
2021-05-02,2021-05-06,4,8.32222,False
2021-05-02,2021-05-07,5,7.68194,False
2021-05-02,2021-05-08,6,6.075,False
2021-05-02,2021-05-09,7,5.77292,False
2021-05-03,2021-04-26,-7,6.09861,False
2021-05-03,2021-04-27,-6,6.14583,False
2021-05-03,2021-04-28,-5,8.21111,False
2021-05-03,2021-04-29,-4,6.51319,False
2021-05-03,2021-04-30,-3,8.35556,False
2021-05-03,2021-05-01,-2,4.6875,False
2021-05-03,2021-05-03,0,15.58819,True
2021-05-03,2021-05-05,2,10.93194,False
2021-05-03,2021-05-06,3,8.32222,False
2021-05-03,2021-05-07,4,7.68194,False
2021-05-03,2021-05-08,5,6.075,False
2021-05-03,2021-05-09,6,5.77292,False
2021-05-03,2021-05-10,7,4.19514,False
2021-05-04,2021-04-27,-7,6.14583,False
2021-05-04,2021-04-28,-6,8.21111,False
2021-05-04,2021-04-29,-5,6.51319,False
2021-05-04,2021-04-30,-4,8.35556,False
2021-05-04,2021-05-01,-3,4.6875,False
2021-05-04,2021-05-04,0,14.53056,True
2021-05-04,2021-05-05,1,10.93194,False
2021-05-04,2021-05-06,2,8.32222,False
2021-05-04,2021-05-07,3,7.68194,False
2021-05-04,2021-05-08,4,6.075,False
2021-05-04,2021-05-09,5,5.77292,False
2021-05-04,2021-05-10,6,4.19514,False
2021-05-04,2021-05-11,7,4.6875,False
2021-05-14,2021-05-07,-7,7.68194,False
2021-05-14,2021-05-08,-6,6.075,False
2021-05-14,2021-05-09,-5,5.77292,False
2021-05-14,2021-05-10,-4,4.19514,False
2021-05-14,2021-05-11,-3,4.6875,False
2021-05-14,2021-05-12,-2,3.82431,False
2021-05-14,2021-05-13,-1,4.90486,False
2021-05-14,2021-05-14,0,11.56181,True
2021-05-14,2021-05-16,2,8.61389,False
2021-05-14,2021-05-17,3,7.1625,False
2021-05-14,2021-05-18,4,7.06736,False
2021-05-14,2021-05-19,5,8.14861,False
2021-05-14,2021-05-20,6,7.70486,False
2021-05-14,2021-05-21,7,6.95903,False
2021-05-15,2021-05-08,-7,6.075,False
2021-05-15,2021-05-09,-6,5.77292,False
2021-05-15,2021-05-10,-5,4.19514,False
2021-05-15,2021-05-11,-4,4.6875,False
2021-05-15,2021-05-12,-3,3.82431,False
2021-05-15,2021-05-13,-2,4.90486,False
2021-05-15,2021-05-15,0,14.64861,True
2021-05-15,2021-05-16,1,8.61389,False
2021-05-15,2021-05-17,2,7.1625,False
2021-05-15,2021-05-18,3,7.06736,False
2021-05-15,2021-05-19,4,8.14861,False
2021-05-15,2021-05-20,5,7.70486,False
2021-05-15,2021-05-21,6,6.95903,False
2021-05-15,2021-05-22,7,5.27014,False
2021-05-27,2021-05-20,-7,7.70486,False
2021-05-27,2021-05-21,-6,6.95903,False
2021-05-27,2021-05-22,-5,5.27014,False
2021-05-27,2021-05-23,-4,2.59514,False
2021-05-27,2021-05-24,-3,1.89514,False
2021-05-27,2021-05-25,-2,3.48125,False
2021-05-27,2021-05-26,-1,3.48056,False
2021-05-27,2021-05-27,0,13.72847,True
2021-05-27,2021-05-29,2,5.62986,False
2021-05-27,2021-05-30,3,6.42431,False
2021-05-27,2021-05-31,4,7.74722,False
2021-05-27,2021-06-01,5,8.41736,False
2021-05-28,2021-05-21,-7,6.95903,False
2021-05-28,2021-05-22,-6,5.27014,False
2021-05-28,2021-05-23,-5,2.59514,False
2021-05-28,2021-05-24,-4,1.89514,False
2021-05-28,2021-05-25,-3,3.48125,False
2021-05-28,2021-05-26,-2,3.48056,False
2021-05-28,2021-05-28,0,24.66319,True
2021-05-28,2021-05-29,1,5.62986,False
2021-05-28,2021-05-30,2,6.42431,False
2021-05-28,2021-05-31,3,7.74722,False
2021-05-28,2021-06-01,4,8.41736,False
2021-06-02,2021-05-26,-7,3.48056,False
2021-06-02,2021-05-29,-4,5.62986,False
2021-06-02,2021-05-30,-3,6.42431,False
2021-06-02,2021-05-31,-2,7.74722,False
2021-06-02,2021-06-01,-1,8.41736,False
2021-06-02,2021-06-02,0,19.70625,True
2021-06-02,2021-06-05,3,9.88819,False
2021-06-02,2021-06-06,4,4.15069,False
2021-06-02,2021-06-07,5,5.15625,False
2021-06-02,2021-06-08,6,3.51042,False
2021-06-02,2021-06-09,7,7.36806,False
2021-06-03,2021-05-29,-5,5.62986,False
2021-06-03,2021-05-30,-4,6.42431,False
2021-06-03,2021-05-31,-3,7.74722,False
2021-06-03,2021-06-01,-2,8.41736,False
2021-06-03,2021-06-03,0,15.25764,True
2021-06-03,2021-06-05,2,9.88819,False
2021-06-03,2021-06-06,3,4.15069,False
2021-06-03,2021-06-07,4,5.15625,False
2021-06-03,2021-06-08,5,3.51042,False
2021-06-03,2021-06-09,6,7.36806,False
2021-06-04,2021-05-29,-6,5.62986,False
2021-06-04,2021-05-30,-5,6.42431,False
2021-06-04,2021-05-31,-4,7.74722,False
2021-06-04,2021-06-01,-3,8.41736,False
2021-06-04,2021-06-04,0,12.21042,True
2021-06-04,2021-06-05,1,9.88819,False
2021-06-04,2021-06-06,2,4.15069,False
2021-06-04,2021-06-07,3,5.15625,False
2021-06-04,2021-06-08,4,3.51042,False
2021-06-04,2021-06-09,5,7.36806,False
2021-06-10,2021-06-05,-5,9.88819,False
2021-06-10,2021-06-06,-4,4.15069,False
2021-06-10,2021-06-07,-3,5.15625,False
2021-06-10,2021-06-08,-2,3.51042,False
2021-06-10,2021-06-09,-1,7.36806,False
2021-06-10,2021-06-10,0,12.91319,True
2021-06-10,2021-06-13,3,8.13134,False
2021-06-10,2021-06-15,5,4.74306,False
2021-06-10,2021-06-16,6,6.51806,False
2021-06-10,2021-06-17,7,9.67847,False
2021-06-11,2021-06-05,-6,9.88819,False
2021-06-11,2021-06-06,-5,4.15069,False
2021-06-11,2021-06-07,-4,5.15625,False
2021-06-11,2021-06-08,-3,3.51042,False
2021-06-11,2021-06-09,-2,7.36806,False
2021-06-11,2021-06-11,0,16.07986,True
2021-06-11,2021-06-13,2,8.13134,False
2021-06-11,2021-06-15,4,4.74306,False
2021-06-11,2021-06-16,5,6.51806,False
2021-06-11,2021-06-17,6,9.67847,False
2021-06-12,2021-06-05,-7,9.88819,False
2021-06-12,2021-06-06,-6,4.15069,False
2021-06-12,2021-06-07,-5,5.15625,False
2021-06-12,2021-06-08,-4,3.51042,False
2021-06-12,2021-06-09,-3,7.36806,False
2021-06-12,2021-06-12,0,13.96597,True
2021-06-12,2021-06-13,1,8.13134,False
2021-06-12,2021-06-15,3,4.74306,False
2021-06-12,2021-06-16,4,6.51806,False
2021-06-12,2021-06-17,5,9.67847,False
2021-06-12,2021-06-19,7,5.75833,False
2021-06-18,2021-06-13,-5,8.13134,False
2021-06-18,2021-06-15,-3,4.74306,False
2021-06-18,2021-06-16,-2,6.51806,False
2021-06-18,2021-06-17,-1,9.67847,False
2021-06-18,2021-06-18,0,13.23958,True
2021-06-18,2021-06-19,1,5.75833,False
2021-06-18,2021-06-20,2,3.89236,False
2021-06-18,2021-06-21,3,3.02292,False
2021-06-18,2021-06-22,4,2.275,False
2021-06-18,2021-06-25,7,8.02222,False
2021-06-23,2021-06-16,-7,6.51806,False
2021-06-23,2021-06-17,-6,9.67847,False
2021-06-23,2021-06-19,-4,5.75833,False
2021-06-23,2021-06-20,-3,3.89236,False
2021-06-23,2021-06-21,-2,3.02292,False
2021-06-23,2021-06-22,-1,2.275,False
2021-06-23,2021-06-23,0,13.96667,True
2021-06-23,2021-06-25,2,8.02222,False
2021-06-23,2021-06-26,3,6.18681,False
2021-06-23,2021-06-27,4,3.66111,False
2021-06-23,2021-06-28,5,7.92569,False
2021-06-23,2021-06-29,6,4.85139,False
2021-06-23,2021-06-30,7,10.38403,False
2021-06-24,2021-06-17,-7,9.67847,False
2021-06-24,2021-06-19,-5,5.75833,False
2021-06-24,2021-06-20,-4,3.89236,False
2021-06-24,2021-06-21,-3,3.02292,False
2021-06-24,2021-06-22,-2,2.275,False
2021-06-24,2021-06-24,0,14.87222,True
2021-06-24,2021-06-25,1,8.02222,False
2021-06-24,2021-06-26,2,6.18681,False
2021-06-24,2021-06-27,3,3.66111,False
2021-06-24,2021-06-28,4,7.92569,False
2021-06-24,2021-06-29,5,4.85139,False
2021-06-24,2021-06-30,6,10.38403,False
2021-07-01,2021-06-25,-6,8.02222,False
2021-07-01,2021-06-26,-5,6.18681,False
2021-07-01,2021-06-27,-4,3.66111,False
2021-07-01,2021-06-28,-3,7.92569,False
2021-07-01,2021-06-29,-2,4.85139,False
2021-07-01,2021-06-30,-1,10.38403,False
2021-07-01,2021-07-01,0,16.89028,True
2021-07-01,2021-07-06,5,8.76944,False
2021-07-01,2021-07-07,6,6.68681,False
2021-07-01,2021-07-08,7,5.57361,False
2021-07-02,2021-06-25,-7,8.02222,False
2021-07-02,2021-06-26,-6,6.18681,False
2021-07-02,2021-06-27,-5,3.66111,False
2021-07-02,2021-06-28,-4,7.92569,False
2021-07-02,2021-06-29,-3,4.85139,False
2021-07-02,2021-06-30,-2,10.38403,False
2021-07-02,2021-07-02,0,13.91667,True
2021-07-02,2021-07-06,4,8.76944,False
2021-07-02,2021-07-07,5,6.68681,False
2021-07-02,2021-07-08,6,5.57361,False
2021-07-02,2021-07-09,7,5.77847,False
2021-07-03,2021-06-26,-7,6.18681,False
2021-07-03,2021-06-27,-6,3.66111,False
2021-07-03,2021-06-28,-5,7.92569,False
2021-07-03,2021-06-29,-4,4.85139,False
2021-07-03,2021-06-30,-3,10.38403,False
2021-07-03,2021-07-03,0,18.425,True
2021-07-03,2021-07-06,3,8.76944,False
2021-07-03,2021-07-07,4,6.68681,False
2021-07-03,2021-07-08,5,5.57361,False
2021-07-03,2021-07-09,6,5.77847,False
2021-07-03,2021-07-10,7,8.73125,False
2021-07-04,2021-06-27,-7,3.66111,False
2021-07-04,2021-06-28,-6,7.92569,False
2021-07-04,2021-06-29,-5,4.85139,False
2021-07-04,2021-06-30,-4,10.38403,False
2021-07-04,2021-07-04,0,26.48264,True
2021-07-04,2021-07-06,2,8.76944,False
2021-07-04,2021-07-07,3,6.68681,False
2021-07-04,2021-07-08,4,5.57361,False
2021-07-04,2021-07-09,5,5.77847,False
2021-07-04,2021-07-10,6,8.73125,False
2021-07-04,2021-07-11,7,7.27569,False
2021-07-05,2021-06-28,-7,7.92569,False
2021-07-05,2021-06-29,-6,4.85139,False
2021-07-05,2021-06-30,-5,10.38403,False
2021-07-05,2021-07-05,0,18.40486,True
2021-07-05,2021-07-06,1,8.76944,False
2021-07-05,2021-07-07,2,6.68681,False
2021-07-05,2021-07-08,3,5.57361,False
2021-07-05,2021-07-09,4,5.77847,False
2021-07-05,2021-07-10,5,8.73125,False
2021-07-05,2021-07-11,6,7.27569,False
2021-07-05,2021-07-12,7,3.69028,False
2021-07-14,2021-07-07,-7,6.68681,False
2021-07-14,2021-07-08,-6,5.57361,False
2021-07-14,2021-07-09,-5,5.77847,False
2021-07-14,2021-07-10,-4,8.73125,False
2021-07-14,2021-07-11,-3,7.27569,False
2021-07-14,2021-07-12,-2,3.69028,False
2021-07-14,2021-07-13,-1,3.48056,False
2021-07-14,2021-07-14,0,13.52986,True
2021-07-14,2021-07-15,1,9.68889,False
2021-07-14,2021-07-16,2,5.62708,False
2021-07-14,2021-07-17,3,8.28264,False
2021-07-14,2021-07-18,4,10.12153,False
2021-07-14,2021-07-19,5,6.39167,False
2021-07-14,2021-07-20,6,10.80694,False
2021-07-14,2021-07-21,7,9.22986,False
2021-07-23,2021-07-16,-7,5.62708,False
2021-07-23,2021-07-17,-6,8.28264,False
2021-07-23,2021-07-18,-5,10.12153,False
2021-07-23,2021-07-19,-4,6.39167,False
2021-07-23,2021-07-20,-3,10.80694,False
2021-07-23,2021-07-21,-2,9.22986,False
2021-07-23,2021-07-22,-1,8.63403,False
2021-07-23,2021-07-23,0,13.89792,True
2021-07-23,2021-07-24,1,8.89861,False
